gene_name	cluster_id
Mpcp2	72
CG31760	72
CG1358	72
ND-B12	72
VAChT	72
Gdh	72
nmo	72
ND-B17	72
sm	72
CG5946	72
ASPP	72
ND-42	72
CG11752	72
Lis-1	72
COX5B	72
Hsp60A	72
SdhC	72
CG7630	72
tai	72
CR41597	72
SdhD	72
CG8331	72
NP15.6	72
CG13954	72
ND-ASHI	72
CG9813	72
SK	72
RhoGAP93B	72
COX6B	72
Dic1	72
stai	72
ATPsynO	72
CG14509	72
ND-13B	72
ND-ACP	72
roh	72
ND-B18	72
CR45332	72
l(1)G0156	72
stmA	72
CG30419	72
CG13743	72
ND-B14.7	72
Acon	72
Nlg3	72
zfh1	72
CG7430	72
Frq1	72
CG43222	72
ND-15	72
UQCR-Q	72
Scsalpha	72
dnc	72
pyr	72
PMCA	72
ND-MLRQ	72
AnxB10	72
Sod2	72
Tsp42Ej	72
ftz-f1	72
CG9034	72
Pgk	72
Cyt-c1	72
ND-B16.6	72
Nhe2	72
Gapdh1	72
CG2082	72
CG14372	72
CG11876	72
kdn	72
DopEcR	72
rgn	72
ND-24	72
CD98hc	72
Hr38	72
ND-B14.5A	72
ND-B22	72
CG33543	72
mRpL49	72
mRpL14	72
ND-13A	72
Neb-cGP	72
mRpL23	72
Pli	72
skap	72
Ace	72
CG4577	72
PIG-X	72
CG13365	72
porin	72
sr	72
COX7C	72
ox	72
mRpL28	72
Tsp66E	72
ND-B15	72
Drat	72
slo	72
l(1)G0255	72
CG43066	72
ND-19	72
Eip75B	72
mRpL27	72
CG11050	72
Chchd3	72
CG9921	72
COQ7	72
CG17691	72
Tim8	72
l(1)G0334	72
zfh2	72
flw	72
eys	72
CG7781	72
CG42750	72
Ady43A	72
mRpL47	72
Mdh2	72
corto	72
ND-MWFE	72
Idh3b	72
ND-75	72
sun	72
ND-AGGG	72
POLDIP2	72
tna	72
CG5934	72
CG13506	72
CG2865	72
UQCR-11	72
CG44242	72
Alas	72
CG14767	72
CG7488	72
dpr10	72
Oamb	72
CG5214	72
CG3420	72
slmo	72
CG15312	72
CG5903	72
CRIF	72
CG9947	72
Hsc70-5	72
CG10340	72
nord	72
Stlk	72
Pal2	72
CG18265	72
Gie	72
mRpL4	72
CR44978	72
Cka	72
Tom40	72
Pink1	72
CG45002	72
Syt7	72
CG5644	72
mt:ND2	72
CG11388	72
CG11267	72
Hs3st-A	72
Uch	72
Drp1	72
CG32369	72
CG5010	72
CG13018	72
MagR	72
CG9065	72
CG9531	72
CG6878	72
CG13398	72
CG7708	72
Ptpmeg2	72
CG34394	72
ben	72
mRpL55	72
Unc-76	72
mRpL18	72
CG15456	72
CG4686	72
CG14812	72
CR40190	72
HDAC4	72
CG18549	72
P32	72
Ucp4A	72
Opa1	72
CG14483	72
nmd	72
mRpL24	72
CG3337	72
mRpL42	72
CG17493	72
MED21	72
cnn	72
mRpL52	72
Cp110	72
Nc73EF	72
CG13601	72
mRpL3	72
Tina-1	72
CG2680	72
P5cr	72
mRpL43	72
AcCoAS	72
CG42313	72
CG14186	72
CG33144	72
Gs1l	72
mRpS24	72
CG30373	72
CG9425	72
CG14806	72
CG7029	72
Hipk	72
CG7639	72
cbt	72
ppl	72
mRpL13	72
CG1635	72
CG3107	72
Marf	72
mRpS5	72
CG13220	72
mRpL34	72
CG31126	72
CG15922	72
CG14270	72
AstA	73
CG32017	73
CG10257	73
nAChRalpha6	73
CR45312	73
heph	73
mAChR-B	73
IA-2	73
mAChR-A	73
Lmx1a	73
Dat	73
hbn	73
fend	73
Nplp1	73
CG10804	73
CG4328	73
CG11294	73
Vsx2	73
CG12994	73
twz	73
CG32264	73
Hasp	73
Eip93F	73
Pal2	73
mab-21	73
CG9896	73
eys	73
dimm	73
cindr	73
CG32700	73
rad	73
Npc2a	73
CG14989	73
CG7991	73
Fife	73
Vsx1	73
Gad1	73
CG4766	73
TfAP-2	73
CG4577	73
beat-Ib	73
mirr	73
Ac76E	73
beat-Ic	73
beat-IV	73
CR44628	73
CG31323	73
miple1	73
TM4SF	73
Dscam3	73
CG42594	73
Lim3	73
Sap47	73
nSyb	73
hig	73
CG14024	73
CG13579	73
Tomosyn	73
CG8248	73
MYPT-75D	73
CG1275	73
Sdc	73
CG13954	73
dpr9	73
CG32052	73
Argk	73
CG13995	73
luna	73
CG43689	73
Octbeta3R	73
sNPF-R	73
Syn1	73
Pal1	73
tai	73
CG13248	73
CG11523	73
dpr13	73
svr	73
CaBP1	73
CG17691	73
CrebA	73
Sfxn1-3	73
St3	73
CG44247	73
CG1907	73
CG4587	73
VGlut	73
Tapdelta	73
CG34384	73
Ufm1	73
arm	73
CR44978	73
VhaM9.7-a	73
CG14372	73
CG17778	73
CG32432	73
Gasz	73
gammaSnap2	73
robo3	73
Phm	73
CG13384	73
slgA	73
CASK	73
Galphao	73
Rim	73
beat-IIa	73
CG2061	73
beat-VII	73
amon	73
CG15478	73
IscU	73
CG7407	73
Pglym78	73
Adk2	73
CG5281	73
CG34351	73
CG8641	73
sni	73
Pxn	73
CG5500	73
CG32225	73
CG9674	73
CG6044	73
Rab3	73
Glut1	73
CG3719	73
CG1635	73
CG42540	73
aPKC	73
CG2918	73
cpx	73
disco-r	73
CG17378	73
ringer	73
CG4364	73
Toll-6	73
kek2	73
dpr1	73
Syngr	73
CG7943	73
zfh1	73
CG33199	73
qm	73
VGAT	73
Hsp60A	73
Gs1	73
Ac13E	73
mRpL17	73
CG11811	73
PMCA	73
CG33639	73
CG15772	73
CG5969	73
CG6330	73
jagn	73
caps	73
kirre	73
nmo	73
Sod1	73
Fas2	73
CG8620	73
CG7639	73
bol	73
Pfdn6	73
CG18265	73
7B2	73
twr	73
CG31030	73
CG32544	73
CG14408	73
SPoCk	73
drpr	73
Vha36-1	73
LpR1	73
CG9328	73
CG3262	73
Pfk	73
CG6184	73
DIP-alpha	73
CG1504	73
VhaM8.9	73
disco	73
CG12822	73
CG14767	73
Vps28	73
tok	73
CG9231	73
VhaAC39-1	73
Vha26	73
br	73
MSBP	73
CG31760	73
CG12264	73
CG8177	73
VhaPPA1-1	73
hfp	73
beat-IIb	73
trn	73
CG11267	73
CG32278	73
CG2076	73
dpr12	73
igl	73
Rab2	73
Gadd45	73
Dak1	73
Ald	73
CG42389	73
hth	73
CG10947	73
CG9813	73
CG13907	73
CG14715	73
CG44837	73
Syt12	73
CG3662	73
mRpS25	73
CG8034	74
ort	74
Fife	74
Sytalpha	74
Ca-alpha1T	74
VGlut	74
Ggamma30A	74
SPR	74
foxo	74
Fim	74
fd59A	74
Octbeta1R	74
kcc	74
dve	74
Oamb	74
Pdk	74
SIFaR	74
unc-13-4A	74
CR45312	74
CG33639	74
CG9932	74
Argk	74
CG45781	74
Sdc	74
CG14669	74
bru3	74
sNPF	74
rad	74
RpL23	74
igl	74
AstC-R1	74
CG8401	74
Pkc53E	74
Pdfr	74
oc	74
CG2082	74
trol	74
CG43795	74
CG9896	74
AstC-R2	74
scro	74
SP1029	74
klar	74
CG15431	74
CG6330	74
CG42392	74
CG15186	74
Ccn	74
CG15236	74
Eip74EF	74
nSyb	74
CG5065	74
CG42324	74
CG9650	74
cpx	74
sli	74
CG32204	74
Eip93F	74
shi	74
app	74
Arl6	74
AstA-R1	74
Mmp2	74
aPKC	74
Ac78C	74
Frq1	74
hbn	74
beat-IV	74
CG14853	74
levy	74
Men	74
IscU	74
Sap47	74
CG5549	74
Tsp97E	74
jdp	74
CG4297	74
CG10804	74
CG18598	74
CG10082	74
stai	74
CG13954	74
Vha16-1	74
Sfxn1-3	74
fok	74
Nhe2	74
Dmtn	74
CG42342	74
ringer	74
CG13917	74
beat-IIIb	74
Pde1c	74
PRAS40	74
CG10384	74
CenG1A	74
CG8641	74
CG30089	74
CG13579	74
nrv3	74
Nak	74
P5CDh1	74
Ndae1	74
CG32521	74
SP2353	74
Rab3	74
pgant2	74
CG14757	74
Dscam2	74
CG42817	74
CG10011	74
para	74
CG8398	74
CG3726	74
CG14509	74
CG32278	74
sm	74
Nckx30C	74
Ac3	74
CG5010	74
Aldh	74
uzip	74
CG11474	74
CG3257	74
CG14246	74
CG11221	74
pan	74
Rab9	74
CG16721	74
porin	74
ATPsynD	74
Mapmodulin	74
tai	74
CG11319	74
CG32264	74
CG1907	74
Vha13	74
COX6B	74
gprs	74
Vha14-1	74
Syx13	74
Scp2	74
fkh	74
CG43778	74
Cisd2	74
Vha44	74
Vha26	74
CG11537	74
Teh2	74
CG34371	74
CG34384	74
Syt7	74
ATPsynF	74
CG3860	74
CG43078	74
Efa6	74
CG17193	74
COX8	74
Syngr	74
CG11899	74
Pgi	74
alph	74
CG10089	74
REPTOR	74
Atet	74
csw	74
Rbp6	74
RapGAP1	74
ktub	74
Ih	74
ATPsynO	74
CG3719	74
CG15630	74
CG6770	74
CG13384	74
CG32647	74
siz	74
CG6024	74
CG5522	74
ND-24	74
CG6329	74
Galphao	74
CG42337	74
slgA	74
Cyt-c-p	74
CG4587	74
Rtnl1	74
Gasz	74
aru	74
NaPi-III	74
btsz	74
unc-104	74
ATPsynB	74
kek5	74
Nmda1	74
PyK	74
CG5028	74
tna	74
CG7407	74
CG17544	74
CG4404	74
jef	74
KrT95D	74
CG34114	74
CG5160	74
Lerp	74
rgr	74
CG17816	74
CG43324	74
LpR1	74
Plc21C	74
l(1)G0334	74
cype	74
Teh1	74
CG9368	74
CG42376	74
COX7C	74
CG12868	74
COX4	74
CG31808	74
ATPsynbeta	74
SPoCk	74
UbcE2H	74
CG9801	74
CG15772	74
Tpi	74
CG17839	74
CG40498	74
COX7A	74
ND-B14.5B	74
CG33144	74
Letm1	74
CG34351	74
CG18815	74
CG13995	74
CG13594	74
Rab3-GEF	74
ND-PDSW	74
ND-B14	74
Lpin	74
Vps28	74
Synd	74
Lcch3	74
oaf	74
5-HT2A	74
Hsp68	74
CG3176	74
ND-SGDH	74
Hers	74
Pur-alpha	74
Blos1	74
RFeSP	74
Meltrin	74
stau	74
ATPsynCF6	74
Pura	74
veli	74
Ald	74
Neb-cGP	74
CG42784	74
CG12895	74
ND-B17.2	74
gce	74
CG30373	74
tadr	74
tamo	74
sws	74
Ktl	74
Corin	74
Wbp2	74
Lar	74
fdl	74
ND-19	74
SNF4Agamma	74
ATPsyngamma	74
CG42450	74
glec	74
CG44838	74
mt:ND4	74
CG4238	74
vig	74
ATPsyndelta	74
sxc	74
CG31323	74
SdhB	74
bun	74
RabX1	74
CG9034	74
UQCR-14	74
CG9784	74
UQCR-11	74
ftz-f1	74
CG30116	74
Gbeta5	74
Ace	74
roh	74
rdgA	74
ND-ASHI	74
Pp1alpha-96A	74
ND-51	74
CG18135	74
UQCR-Q	74
stj	74
Vps24	74
Syn1	74
Cp110	74
Ctl1	74
Gadd45	74
Lk6	74
CG15771	74
CG32066	74
CG3793	74
CG3955	74
pr	74
ari-1	74
Fie	74
AP-1sigma	74
AhcyL1	74
B52	74
Ipp	74
Dgkepsilon	74
UQCR-6.4	74
CtsB1	74
NP15.6	74
CG1695	74
Gapdh2	74
Mid1	74
kra	74
NFAT	74
blw	74
ND-20	74
CG16833	74
CASK	74
CG14483	74
ND-B12	74
ND-23	74
CG18265	74
Gapdh1	74
Ady43A	74
COX5B	74
Cbp20	74
l(3)02640	74
Rop	74
CG14777	74
l(1)G0156	74
chn	74
CG13220	74
ND-MLRQ	74
wdb	74
Gale	74
maf-S	74
ND-42	74
CG7430	74
ND-MWFE	74
Tom20	74
VhaSFD	74
Mdh2	74
VhaAC39-1	74
Atg8a	74
UQCR-C2	74
Syx6	74
AP-2sigma	74
l(2)37Cc	74
CG7378	74
stv	74
CG1358	74
CG7630	74
CG31098	74
Atg18b	74
Chchd3	74
CG1902	74
nwk	74
DOR	74
ND-13A	74
Vha55	74
ND-B15	74
Pdk1	74
CG13204	74
Sod1	74
CG32544	74
Sur-8	74
CG15097	74
CG6762	74
CG45782	74
CG7920	74
Ent3	74
SdhC	74
CG30010	74
CG5805	74
Phm	74
mge	74
ND-15	74
l(1)G0196	74
Pfk	74
COX5A	74
CG17996	74
S6k	74
ATPsynG	74
CG42240	74
Lis-1	74
CG8195	74
casp	74
CG44242	74
CG2258	74
mRpL28	74
Sem1	74
Cbs	74
Cyt-c1	74
VhaM9.7-b	74
CG4957	74
VhaPPA1-1	74
mRpL10	74
Drat	74
nAChRalpha4	74
mtd	74
HmgZ	74
CG2680	74
mt:lrRNA	74
CG13868	74
CG12118	74
CG3662	74
muc	74
Rpn2	74
Tet	74
CG42813	74
CG17124	74
CG42322	74
CG11752	74
CG16935	74
Fis1	74
unc80	74
CG6767	74
fwe	74
BI-1	74
CG41128	74
mRpL42	74
EndoA	74
CG44774	74
MagR	74
CG5676	74
CG12264	74
Tsp42Ej	74
Xrp1	74
P5cr	74
CG8134	74
mRpS21	74
Ppcs	74
Mhcl	74
Mpc1	74
CG30094	74
mt:ND3	74
CG17691	74
mt:ND1	74
ref(2)P	74
Hsf	74
Ttd14	74
CG13751	74
CG6013	74
ox	74
CG34200	74
Vti1a	74
CG13532	74
TM4SF	74
Su(var)2-HP2	74
mt:ND5	74
CG15922	74
Men-b	74
MRP	74
bin3	74
Ca-beta	74
Gyf	74
CG32448	74
CG5597	75
CG13931	75
RhoGEF64C	75
mwh	75
PHDP	75
sls	75
CG1943	75
Mhcl	75
klar	75
dati	75
Awh	75
Kank	75
cpo	75
CG11638	75
VAChT	75
spict	75
CG34383	75
CG13887	75
sn	75
pros	75
acj6	75
simj	75
Lim3	75
Ehbp1	75
spab	75
kune	75
Gas41	75
Pdh	76
fabp	76
CG6870	76
CG1561	76
CG4842	76
CG40485	76
Rab32	76
Tsp	76
CG14275	76
CG13077	76
se	76
Cpr72Ec	76
Tsp42Ea	76
Cpr49Ag	76
Swim	76
CG9572	76
CG2767	76
CG7409	76
CG17549	76
CG5778	76
laza	76
CG13117	76
rdhB	76
sn	76
GstE14	76
Pu	76
CG34253	76
CG18067	76
CG30050	76
GstE12	76
CG6421	76
CG15211	76
CG10863	76
CG13071	76
CG6398	76
CG17572	76
CG11073	76
CG31103	76
CAH2	76
CG34417	76
KFase	76
pr	76
Best2	76
CG40486	76
CG9628	76
CG5909	76
lft	76
CG14823	76
CG14830	76
CG13606	76
CG6429	76
CG2846	76
CG34398	76
Thor	76
Gp150	76
nrv1	76
grh	76
QC	76
Cyp6a20	76
CG32687	76
sprt	76
CG15083	76
CG1943	76
CG32407	76
CG11089	76
CG14401	76
MtnA	76
CG10311	76
Sp7	76
Idgf6	76
IRSp53	76
aay	76
EbpIII	76
eya	76
Fatp	76
eEF1alpha1	76
vn	76
GstD1	76
Hex-A	76
Tsp42Ed	76
Spn77Ba	76
CG9336	76
eEF5	76
CG11899	76
CG5910	76
CG15098	76
santa-maria	76
Tctp	76
CG6287	76
CG44325	76
CAP	76
Swip-1	76
RpL7A	76
Mlc-c	76
Tpi	76
Timp	76
CG15202	76
bdl	76
Taldo	76
CG33169	76
sog	76
pAbp	76
CG33056	76
CG8547	76
Lmpt	76
CG9674	76
RpL28	76
Tspo	76
RpS21	76
crim	76
CG5273	76
RpL30	76
Thiolase	76
Lsd-2	76
Dat	76
crb	76
RpL18A	76
CG8036	76
Sesn	76
CG32521	76
CG10550	76
RpS13	76
GlcT-1	76
CG31997	76
5-HT2A	76
Pgm	76
AdipoR	76
ZnT63C	76
CG30285	76
RpS16	76
ninaE	76
Src42A	76
Inx3	76
Moe	76
ninaB	76
CG12025	76
Wdr62	76
Arc1	76
CG42394	76
Cys	76
Txl	76
CG9932	76
Gs2	76
Aldh	76
AGBE	76
CG11791	76
Ctl1	76
Syb	76
mxt	76
EndoGI	76
RpL27	76
RpS17	76
RpLP0	76
ced-6	76
larp	76
Cyp9f2	76
RpL9	76
Sap-r	76
numb	76
Snp	76
Nep1	76
Eip93F	76
eIF3h	76
CG13124	76
hid	76
mt:ND6	76
chic	76
CG17271	76
Tapdelta	76
Gel	76
Got1	76
kuk	76
bi	77
shakB	77
NaCP60E	77
Octbeta1R	77
CG14989	77
CG45049	77
nAChRalpha7	77
CG2016	77
CG15394	77
CG13698	77
RapGAP1	77
Gad1	77
Tsp97E	77
ort	77
Ets65A	77
Ggamma30A	77
Slob	77
Bx	77
Appl	77
Pka-C3	77
CG42540	77
glec	77
DIP-beta	77
hbn	77
X11Lbeta	77
AstA-R1	77
stum	77
Pdfr	77
cpx	77
toy	77
CG13739	77
Dak1	77
CG10089	77
CG44837	77
CG8671	77
CG1907	77
Rh7	77
bru1	77
CG44153	77
dpr6	77
Nckx30C	77
SK	77
CG33639	77
Rbp6	77
CG17716	77
msi	77
tacc	77
GluRIB	77
chrb	77
Argk	77
CG6329	77
levy	77
Nhe2	77
CG4297	77
Dll	77
CG4404	77
Ih	77
CG15309	77
SoxN	77
RpL23	77
CG11000	77
CG17816	77
SdhD	77
porin	77
nrv3	77
ND-B16.6	77
Gpdh	77
GluRIA	77
Toll-6	77
sra	77
CG42392	77
CG11876	77
Tpr2	77
Pect	77
slmb	77
CG43427	77
Eip74EF	77
scyl	77
kdn	77
Ald	77
Eip63F-1	77
Eip93F	77
CG14591	77
Atet	77
Nlg3	77
VGAT	77
COX6B	77
eag	77
CG32700	77
Pdk	77
Tina-1	77
CG6154	77
CG32264	77
kcc	77
CG2082	77
CG11752	77
ND-51	77
Ssadh	77
ATPsynbeta	77
ATPsyngamma	77
ATPsynF	77
cmpy	77
ND-B14.5A	77
Pgk	77
l(1)G0156	77
dpr8	77
ND-B18	77
Ca-alpha1T	77
CG4238	77
mtd	77
CG6044	77
Csp	77
blw	77
ND-42	77
roh	77
Cka	77
CG10508	77
CG5937	77
COX8	77
Adar	77
Dscam2	77
CG9531	77
CG5028	77
Syt7	77
l(1)G0334	77
Got1	77
CG42313	77
COX5A	77
Hex-A	77
plx	77
CG9005	77
Mdh2	77
CG9932	77
AMPdeam	77
CG7582	77
CG14777	77
Non1	77
Gapdh1	77
ND-B14	77
CG32085	77
mspo	77
unk	77
RpS26	77
CG42492	77
LTV1	77
ATPsynO	77
CG3726	77
mge	77
CG4364	77
nAChRalpha4	77
COX7C	77
ND-15	77
CG14757	77
COX7A	77
CG3961	77
mRpL10	77
CG5151	77
Mdh1	77
CG14509	77
UQCR-14	77
CG7430	77
ND-20	77
ND-23	77
Gasz	77
NP15.6	77
Pdp1	77
Trx-2	77
Synd	77
QIL1	77
Teh2	77
RFeSP	77
Pcf11	77
Mpcp2	77
ytr	77
nwk	77
CG8229	77
dysc	77
Aven	77
CG1814	77
Eno	77
CG44325	77
CG15431	77
5-HT1A	77
CG42240	77
CG13685	77
Drat	77
COX5B	77
VepD	77
CG3955	77
CG18208	77
CG4662	77
bol	77
chico	77
Rgl	77
plum	77
beat-IV	77
CG12605	77
cype	77
SdhB	77
Snap25	77
CG7990	77
CadN2	77
ND-SGDH	77
Nacalpha	77
UQCR-Q	77
CG42700	77
kek6	77
CG11317	77
Pglym78	77
Syp	77
Rim	77
Rab9	77
CG4911	77
Hmt4-20	77
RpL34b	77
ND-13A	77
ND-39	77
side	77
Tpi	77
CG2316	77
CenG1A	77
Vha55	77
Sap130	77
lola	77
CG32204	77
Cyt-c1	77
norpA	77
CG42750	77
stj	77
PNUTS	77
ATPsyndelta	77
CG12991	77
ND-B17	77
CG9801	77
path	77
RpL5	77
CG7407	77
ND-B14.5B	77
ATPsynCF6	77
unc-5	77
chinmo	77
ATPsynB	77
ATPsynG	77
fd59A	77
CG42594	77
slgA	77
Ac13E	77
CG12822	77
CG10713	77
FoxP	77
CG31345	77
Gclc	77
parvin	77
CG43740	77
CG17839	77
ND-24	77
CG5549	77
Dsp1	77
mav	77
Tusp	77
sif	77
CG31814	77
nAChRalpha6	78
CG5890	78
Lmx1a	78
Sdc	78
Tk	78
CG15312	78
CG1402	78
beat-Vb	78
RluA-1	78
caup	78
VGlut	78
CG43689	78
disco-r	78
disco	78
hbn	78
cmpy	78
CG1688	78
CG4328	78
CG34155	78
Ccn	78
CG12994	78
stai	78
msi	78
Dgk	78
slo	78
ct	78
CR45312	78
beat-Va	78
Nplp1	78
beat-Vc	78
ara	78
fkh	78
CG31191	78
oaf	78
CG33543	78
sano	78
CG11317	78
Ald	78
Dscam2	78
CR32111	78
scro	78
CG33143	78
mAChR-B	78
sm	78
tna	78
CG9932	78
Cbp53E	78
fd59A	78
zfh1	78
Ggamma30A	78
Octbeta2R	78
Tpi	78
MRE23	78
CG13868	78
Act5C	78
Dop2R	78
CG8861	78
Pglym78	78
Rgk3	78
Pdfr	78
CG10479	78
unc-13-4A	78
dpr11	78
CG31323	78
Sytalpha	78
dpr13	78
CG42541	78
CG34384	78
CG18265	78
luna	78
Nedd4	78
twz	78
Shal	78
CG15803	78
CG43729	78
CG32137	78
CG6040	78
Imp	78
CG15236	78
Con	78
nAChRalpha3	78
Mp	78
CG15630	78
beat-VI	78
tow	78
Galphao	78
CR44330	78
Pde1c	78
Fili	78
mub	78
Gapdh2	78
dpr1	78
CG44422	78
TkR99D	78
CG13917	78
CG30463	78
CG34355	78
Toll-6	78
Rab3-GEF	78
Plc21C	78
CG18208	78
CG32237	78
CG1358	78
CG13055	78
norpA	78
Rdl	78
CG4587	78
tai	78
CG32982	78
CG10011	78
Nckx30C	78
2mit	78
ftz-f1	78
Tsp66E	78
beat-IIIb	78
fz	78
Drep1	78
Pkc53E	78
CG13954	78
Blos1	78
CG9384	78
CR43425	78
CG32206	78
CG8398	78
CG30377	78
CG3726	78
nAChRalpha2	78
CG11319	78
CG10804	78
CG10077	78
Pgk	78
P5CDh1	78
CG31360	78
stj	78
stv	78
MCU	78
CG8086	78
AP-2mu	78
Rx	78
pHCl-1	78
Dh44-R1	78
CR45758	78
TM4SF	78
SKIP	78
CG33144	78
Pgm	78
Or63a	78
CG43143	78
CG32506	78
Rim	78
Pfk	78
CG17839	78
NUCB1	78
CG13054	78
CG8910	78
Drat	78
tutl	78
CG7920	78
Syn	78
Dap160	78
Fsn	78
Tom40	78
hppy	78
SK	78
gammaSnap2	78
Corin	78
amon	78
CG9164	78
ed	78
Ac76E	78
Glut1	78
Adk1	78
CG15431	78
Shab	78
CG6154	78
CG11883	78
Ppa	78
mam	78
Nna1	78
CG14715	78
CG31849	78
Sh	78
CG14440	78
CG4502	78
Tet	78
cib	78
HmgD	78
Ih	78
cno	78
hwt	78
CG42613	78
Gbeta13F	78
bwa	78
Atf3	78
l(1)G0196	78
RhoGAP100F	78
CG1635	78
Mhcl	78
CG7985	78
kek4	78
CG13384	78
Lar	78
mew	78
CG13369	78
CG6683	78
eag	78
CG14757	78
CG31690	78
GlyS	78
Arl6IP1	78
L2HGDH	78
nAChRbeta2	78
Arpc1	78
14-3-3epsilon	78
CG42450	78
CG42492	78
miple1	78
CG2371	78
nAChRalpha1	78
Kr-h1	78
CG42376	78
Manf	78
Sfxn1-3	78
CG44774	78
sif	78
prominin-like	78
GlyP	78
zip	78
Cdep	78
Drep2	78
CG16833	78
CG15772	78
Fie	78
muc	78
Uch	78
CG43707	78
puc	78
CG10581	78
CG2316	78
CG14372	78
Hex-A	78
rin	78
CG1907	78
Cp110	78
wdb	78
unc-104	78
CG17065	78
jigr1	78
Abl	78
CG1607	78
Cf2	78
CG42402	78
fend	78
Sh3beta	78
CG17816	78
Hs6st	78
Syngr	78
Gs1	78
Hk	78
CG16817	78
Cadps	78
VhaPPA1-1	78
CG32432	78
RIC-3	78
Mlc-c	78
CG3860	78
Gale	78
CG16711	78
Gasz	78
NaCP60E	78
RhoGAP19D	78
Sap47	78
CASK	78
CG1695	78
Lcch3	78
bol	78
l(3)neo38	78
SdhA	78
Prosalpha4	78
Tmem18	78
SRm160	78
AhcyL1	78
Graf	78
CG13999	78
E2f1	78
CG33199	78
CG32544	78
mAChR-A	78
MESK2	78
Pgi	78
CG2258	78
CaMKI	78
CG6282	78
hfp	78
CG8641	78
PI31	78
Ppcs	78
Tsp96F	78
CG13920	78
tapas	78
CG34401	78
kcc	78
Pis	78
CG13751	78
vig	78
Eno	78
Mapmodulin	78
CG30424	78
CG11811	78
PMCA	78
CG12264	78
CG13506	78
pck	78
CG6329	78
nocte	78
Ca-alpha1D	78
Rph	78
Hrb27C	78
brp	78
CG1827	78
CG1265	78
CG6330	78
CG33978	78
CG5676	78
Pkc98E	78
Rbp1-like	78
Shaw	78
CG4612	78
bchs	78
CG7781	78
PI4KIIIalpha	78
CG10031	79
yellow-b	79
Cyp4g15	79
CG11378	79
CG9336	79
nrv2	79
CG31676	79
Alp4	79
Idgf6	79
Irk2	79
SPARC	79
CG15201	79
Nep2	79
LanB1	79
CG5065	79
CG9691	79
Idgf2	79
CG7342	79
Npc2b	79
CG15202	79
ine	79
CG32354	79
CG31248	79
Idgf4	79
fat-spondin	79
Sod3	79
trol	79
LanA	79
LanB2	79
vkg	79
Col4a1	79
Drgx	79
GstD1	79
CG12344	79
CG9451	79
CG2145	79
CG9338	79
Cyp6a20	79
rho	79
CG14687	79
Idgf3	79
Spn43Ab	79
CG10562	79
Prip	79
CG16743	79
CG30285	79
santa-maria	79
CG10513	79
CG8369	79
CG7888	79
CG31663	79
Ugt35b	79
slif	79
CG32032	79
vir-1	79
CG4721	79
CR43259	79
CG11686	79
CG10433	79
MESK2	79
CG7781	79
CG10514	79
List	79
CG13124	79
CG13794	79
CG5895	79
CG30197	79
Inx3	79
Vmat	79
CG6357	79
hoe1	79
CG42394	79
bnb	79
Cyp12a4	79
AnxB9	79
Timp	79
CG2065	79
N	79
CG31869	79
Oatp58Dc	79
CG18622	79
Mdh1	79
CG13631	79
CG5254	79
CG10237	79
Tsp5D	79
Ect4	79
CG10660	79
CG10527	79
Ugt35a	79
CG10311	79
fng	79
Gel	79
CG6356	79
Mal-A5	79
CG1640	79
CG6287	79
CG12177	79
Tsp42Ef	79
CG9657	79
ogre	79
CG30460	79
CG1648	79
spz	79
Msr-110	79
CG10550	79
CG12926	79
CG13012	79
Cyp6w1	79
CG17026	79
atilla	79
GstE6	79
GstD3	79
CG5973	79
alpha-Est8	79
eEF1alpha1	79
Npc2a	79
DNaseII	79
CG13707	79
ced-6	79
Past1	79
CG31100	79
sev	79
Tsp42Ea	79
mfas	79
Pdk	79
CG44325	79
Pcyt2	79
CG31808	79
Aldh	79
CG10863	79
CG42235	79
stumps	79
Cyp9f2	79
Syx4	79
Inx2	79
CG4829	79
CG2852	79
CG5758	79
Gs2	79
Syb	79
CG42390	79
Ect3	79
Treh	79
Irk3	79
bdl	79
wtrw	79
Sema1b	79
Rac2	79
CG14688	79
CG9953	79
CG43693	79
D2hgdh	79
GstD9	79
Gabat	79
CG31548	79
S	79
RpLP2	79
axo	79
CG5888	79
CAP	79
CG12163	79
CG1213	79
Taldo	79
lbm	79
Lapsyn	79
Nep4	79
CG31974	79
Tsp42Ee	79
CG42259	79
Jafrac1	79
path	79
CG34417	79
myo	79
GstE2	79
CG31999	79
ClC-a	79
GstE1	79
DAT	79
RpL13A	79
Frl	79
SPR	79
CG11426	79
CG3091	79
Pkn	79
zyd	79
Idh	79
CG12065	79
Vha68-2	79
CG11791	79
betaTub97EF	79
Thor	79
Picot	79
CG46301	79
CG7834	79
pnt	79
fu12	79
CG15098	79
Csas	79
ssp7	79
Dbi	79
mgl	79
oxt	79
CG2277	79
CG7084	79
wkd	79
pst	79
RpS3A	79
GstE12	79
GILT2	79
CG17739	79
Adi1	79
AANATL2	79
aay	79
CG3940	79
CG7737	79
Tis11	79
CG9507	79
CG30069	79
Ssadh	79
CG9436	79
Moe	79
Asph	79
repo	79
dally	79
CG6218	79
Sodh-2	79
uzip	79
pdgy	79
CG6084	79
CG13937	79
Cyp28a5	79
RpL19	79
CG31673	79
CG17841	79
CG31221	79
ana	79
RpL4	79
Got1	79
cathD	79
GILT3	79
Cys	79
vvl	79
RpS11	79
